CustomerID,CustomerName,Industry,RegionID,Employees
100087,Kunde 87,Bauwesen,7,389
100088,Kunde 88,Dienstleistung,6,11
100089,Kunde 89,Medizintechnik,7,1311
100090,Kunde 90,IT,7,1966
100091,Kunde 91,Logistik,10,1934
100092,Kunde 92,Energie,4,1669
100093,Kunde 93,Bauwesen,9,664
100094,Kunde 94,Logistik,1,39
100095,Kunde 95,Handel,2,1302
100096,Kunde 96,Dienstleistung,2,742
100097,Kunde 97,Handel,9,1793
100098,Kunde 98,Maschinenbau,5,98
100099,Kunde 99,Medizintechnik,9,1990
100100,Kunde 100,Maschinenbau,10,1658
100101,Kunde 101,Logistik,6,1511
100102,Kunde 102,Chemie,6,671
100103,Kunde 103,Chemie,5,1393
100104,Kunde 104,Medizintechnik,4,914
100105,Kunde 105,Energie,10,483
100106,Kunde 106,Dienstleistung,4,1247
100107,Kunde 107,Energie,8,997
100108,Kunde 108,Dienstleistung,7,824
100109,Kunde 109,Bauwesen,10,1518
100110,Kunde 110,Logistik,1,1259
100111,Kunde 111,Maschinenbau,5,1631
100112,Kunde 112,Chemie,3,171
100113,Kunde 113,Handel,7,718
100114,Kunde 114,IT,9,881
100115,Kunde 115,Automotive,2,1928
100116,Kunde 116,IT,9,1912
100117,Kunde 117,Maschinenbau,2,1933
100118,Kunde 118,Maschinenbau,9,1911
100119,Kunde 119,Dienstleistung,5,980
100120,Kunde 120,Energie,6,1353
100121,Kunde 121,IT,2,1760
100122,Kunde 122,Dienstleistung,9,1437
100123,Kunde 123,Dienstleistung,5,1858
100124,Kunde 124,Energie,9,210
100125,Kunde 125,Handel,10,1508
100126,Kunde 126,Chemie,5,793
100127,Kunde 127,Medizintechnik,8,606
100128,Kunde 128,Chemie,7,1248
100129,Kunde 129,Automotive,10,404
100130,Kunde 130,IT,8,1463
100131,Kunde 131,Chemie,4,298
100132,Kunde 132,Medizintechnik,6,1786
100133,Kunde 133,Bauwesen,8,1070
100134,Kunde 134,IT,8,1799
100135,Kunde 135,Medizintechnik,10,1176
100136,Kunde 136,Dienstleistung,1,1612
100137,Kunde 137,Maschinenbau,8,1759
100138,Kunde 138,Handel,2,1472
100139,Kunde 139,Automotive,5,1038
100140,Kunde 140,Medizintechnik,2,70
100141,Kunde 141,Chemie,7,266
100142,Kunde 142,Maschinenbau,4,1024
100143,Kunde 143,Chemie,4,1636
100144,Kunde 144,IT,6,183
100145,Kunde 145,Medizintechnik,7,622
100146,Kunde 146,Chemie,6,1709
100147,Kunde 147,Energie,9,1383
100148,Kunde 148,Logistik,9,1128
100149,Kunde 149,Maschinenbau,1,1796
100150,Kunde 150,Bauwesen,5,961
100151,Kunde 151,Maschinenbau,4,349
100152,Kunde 152,Chemie,5,1840
100153,Kunde 153,Chemie,2,918
100154,Kunde 154,Automotive,7,1960
100155,Kunde 155,Energie,6,241
100156,Kunde 156,Bauwesen,2,992
100157,Kunde 157,Handel,9,1362
100158,Kunde 158,Automotive,3,1112
100159,Kunde 159,IT,8,498
100160,Kunde 160,Bauwesen,6,503
100161,Kunde 161,Medizintechnik,6,438
100162,Kunde 162,Logistik,4,354
100163,Kunde 163,Automotive,10,1547
100164,Kunde 164,Logistik,5,1938
100165,Kunde 165,Energie,3,1356
100166,Kunde 166,IT,4,1438
100167,Kunde 167,IT,8,188
100168,Kunde 168,Handel,4,221
100169,Kunde 169,IT,4,895
100170,Kunde 170,Chemie,4,1470
100171,Kunde 171,Maschinenbau,5,64
100172,Kunde 172,Maschinenbau,4,333
100173,Kunde 173,Handel,4,1907
100174,Kunde 174,Chemie,4,1907
100175,Kunde 175,Maschinenbau,4,673
100176,Kunde 176,Medizintechnik,10,1853
100177,Kunde 177,Chemie,6,790
100178,Kunde 178,Energie,3,1574
100179,Kunde 179,Dienstleistung,2,579
100180,Kunde 180,Logistik,2,456
100181,Kunde 181,Chemie,2,1477
100182,Kunde 182,Logistik,8,532
100183,Kunde 183,Medizintechnik,10,1368
100184,Kunde 184,Dienstleistung,1,980
100185,Kunde 185,Bauwesen,9,1953
100186,Kunde 186,Handel,1,1843
100187,Kunde 187,Chemie,8,1378
100188,Kunde 188,Handel,6,257
100189,Kunde 189,IT,10,1367
100190,Kunde 190,Logistik,6,283
100191,Kunde 191,Logistik,8,1894
100192,Kunde 192,IT,10,1099
100193,Kunde 193,Bauwesen,5,1302
100194,Kunde 194,Automotive,8,1490
100195,Kunde 195,Energie,3,1012
100196,Kunde 196,Chemie,9,190
100197,Kunde 197,Logistik,5,1634
100198,Kunde 198,Energie,7,1421
100199,Kunde 199,Logistik,4,686
100200,Kunde 200,Automotive,10,1790
100201,Kunde 201,IT,3,463
100202,Kunde 202,Automotive,1,1913
100203,Kunde 203,Logistik,9,1184
100204,Kunde 204,IT,7,1574
100205,Kunde 205,Automotive,8,1897
100206,Kunde 206,Bauwesen,9,1235
100207,Kunde 207,IT,1,137
100208,Kunde 208,Chemie,9,1323
100209,Kunde 209,Logistik,6,707
100210,Kunde 210,Medizintechnik,7,777
100211,Kunde 211,Handel,3,1869
100212,Kunde 212,Logistik,8,1474
100213,Kunde 213,Chemie,2,1526
100214,Kunde 214,Maschinenbau,9,1512
100215,Kunde 215,Energie,8,1489
100216,Kunde 216,Energie,6,786
100217,Kunde 217,Handel,1,1344
100218,Kunde 218,Logistik,1,1320
100219,Kunde 219,Handel,4,1612
100220,Kunde 220,Dienstleistung,7,1155
100221,Kunde 221,Logistik,10,1983
100222,Kunde 222,IT,2,1758
100223,Kunde 223,IT,6,899
100224,Kunde 224,Dienstleistung,6,1660
100225,Kunde 225,Bauwesen,10,482
100226,Kunde 226,Dienstleistung,5,462
100227,Kunde 227,Dienstleistung,3,535
100228,Kunde 228,Handel,9,241
100229,Kunde 229,Automotive,5,600
100230,Kunde 230,IT,4,184
100231,Kunde 231,Automotive,5,233
100232,Kunde 232,Dienstleistung,8,187
100233,Kunde 233,Bauwesen,10,701
100234,Kunde 234,IT,6,1521
100235,Kunde 235,Logistik,6,1217
100236,Kunde 236,Logistik,3,1924
100237,Kunde 237,Logistik,8,390
100238,Kunde 238,Chemie,7,1529
100239,Kunde 239,Handel,4,1934
100240,Kunde 240,Maschinenbau,7,242
100241,Kunde 241,Dienstleistung,6,1178
100242,Kunde 242,Maschinenbau,6,758
100243,Kunde 243,Medizintechnik,7,265
100244,Kunde 244,Handel,5,1752
100245,Kunde 245,Logistik,8,646
100246,Kunde 246,IT,3,1958
100247,Kunde 247,Handel,10,783
100248,Kunde 248,Chemie,3,1186
100249,Kunde 249,IT,10,1514
100250,Kunde 250,Automotive,4,8
100251,Kunde 251,Chemie,2,641
100252,Kunde 252,Automotive,5,131
100253,Kunde 253,IT,4,1213
100254,Kunde 254,Logistik,9,1101
100255,Kunde 255,Maschinenbau,7,393
100256,Kunde 256,Dienstleistung,7,1739
100257,Kunde 257,Handel,4,799
100258,Kunde 258,Handel,3,872
100259,Kunde 259,Logistik,3,659
100260,Kunde 260,Dienstleistung,8,1584
100261,Kunde 261,Automotive,1,752
100262,Kunde 262,Maschinenbau,3,1638
100263,Kunde 263,Dienstleistung,7,1396
100264,Kunde 264,Automotive,8,1917
100265,Kunde 265,Dienstleistung,3,1636
100266,Kunde 266,Medizintechnik,9,263
100267,Kunde 267,Handel,9,1069
100268,Kunde 268,Medizintechnik,6,1364
100269,Kunde 269,Dienstleistung,8,1237
100270,Kunde 270,Chemie,5,1214
100271,Kunde 271,Handel,5,459
100272,Kunde 272,Maschinenbau,9,223
100273,Kunde 273,Logistik,10,814
100274,Kunde 274,Medizintechnik,1,23
100275,Kunde 275,Logistik,7,1107
100276,Kunde 276,Automotive,2,1750
100277,Kunde 277,Energie,3,948
100278,Kunde 278,Chemie,1,652
100279,Kunde 279,Automotive,4,301
100280,Kunde 280,Bauwesen,5,1676
100281,Kunde 281,Automotive,8,1936
100282,Kunde 282,Automotive,2,612
100283,Kunde 283,Energie,8,1719
100284,Kunde 284,Handel,6,453
100285,Kunde 285,Chemie,5,1028
100286,Kunde 286,Chemie,6,1397
100287,Kunde 287,Maschinenbau,6,938
100288,Kunde 288,Automotive,9,306
100289,Kunde 289,Chemie,9,1236
100290,Kunde 290,IT,5,585
100291,Kunde 291,Maschinenbau,6,303
100292,Kunde 292,IT,1,1534
100293,Kunde 293,Energie,7,1367
100294,Kunde 294,IT,2,1744
100295,Kunde 295,Logistik,6,1646
100296,Kunde 296,Dienstleistung,10,1700
100297,Kunde 297,IT,4,1444
100298,Kunde 298,Energie,10,75
100299,Kunde 299,Logistik,10,1231
100300,Kunde 300,Energie,9,660
100301,Kunde 301,Energie,3,637
100302,Kunde 302,Automotive,5,1033
100303,Kunde 303,Energie,6,1415
100304,Kunde 304,IT,6,257
100305,Kunde 305,Dienstleistung,9,565
100306,Kunde 306,Energie,8,1741
100307,Kunde 307,Energie,8,1451
100308,Kunde 308,Chemie,2,1180
100309,Kunde 309,Bauwesen,7,984
100310,Kunde 310,Medizintechnik,10,1297
100311,Kunde 311,Logistik,5,1702
100312,Kunde 312,Bauwesen,8,446
100313,Kunde 313,Logistik,3,1018
100314,Kunde 314,Medizintechnik,3,601
100315,Kunde 315,Dienstleistung,6,1447
100316,Kunde 316,Maschinenbau,7,1984
100317,Kunde 317,Medizintechnik,10,776
100318,Kunde 318,Handel,10,125
100319,Kunde 319,Bauwesen,7,1664
100320,Kunde 320,IT,2,687
100321,Kunde 321,Automotive,2,317
100322,Kunde 322,Handel,3,1700
100323,Kunde 323,Energie,6,1472
100324,Kunde 324,Energie,4,436
100325,Kunde 325,IT,6,1741
100326,Kunde 326,IT,6,1505
100327,Kunde 327,Chemie,5,1918
100328,Kunde 328,Logistik,5,1664
100329,Kunde 329,Chemie,10,465
100330,Kunde 330,Medizintechnik,7,1439
100331,Kunde 331,Maschinenbau,5,1511
100332,Kunde 332,Bauwesen,8,112
100333,Kunde 333,IT,6,1895
100334,Kunde 334,Logistik,10,1777
100335,Kunde 335,Bauwesen,9,1594
100336,Kunde 336,Medizintechnik,8,371
100337,Kunde 337,Maschinenbau,7,1759
100338,Kunde 338,Handel,3,1003
100339,Kunde 339,Chemie,3,1494
100340,Kunde 340,Medizintechnik,1,807
100341,Kunde 341,Energie,3,617
100342,Kunde 342,Chemie,4,1674
100343,Kunde 343,Automotive,5,1355
100344,Kunde 344,Chemie,2,1873
100345,Kunde 345,Medizintechnik,4,1742
100346,Kunde 346,IT,3,331
100347,Kunde 347,Maschinenbau,7,49
100348,Kunde 348,Medizintechnik,2,1127
100349,Kunde 349,IT,2,808
100350,Kunde 350,IT,2,696
100351,Kunde 351,Chemie,8,870
100352,Kunde 352,Maschinenbau,9,1393
100353,Kunde 353,Medizintechnik,1,974
100354,Kunde 354,Medizintechnik,1,718
100355,Kunde 355,Energie,7,1556
100356,Kunde 356,Logistik,9,806
100357,Kunde 357,Bauwesen,2,805
100358,Kunde 358,Logistik,2,152
100359,Kunde 359,Medizintechnik,5,1086
100360,Kunde 360,Chemie,10,1493
100361,Kunde 361,Handel,3,584
100362,Kunde 362,Medizintechnik,2,583
100363,Kunde 363,Automotive,7,1431
100364,Kunde 364,IT,5,1895
100365,Kunde 365,Dienstleistung,4,404
100366,Kunde 366,Medizintechnik,4,1440
100367,Kunde 367,Automotive,5,1758
100368,Kunde 368,Automotive,8,1127
100369,Kunde 369,Bauwesen,3,811
100370,Kunde 370,Maschinenbau,3,204
100371,Kunde 371,Medizintechnik,9,273
100372,Kunde 372,Maschinenbau,3,667
100373,Kunde 373,Handel,1,1545
100374,Kunde 374,Chemie,1,1625
100375,Kunde 375,Dienstleistung,6,1193
100376,Kunde 376,Chemie,6,1778
100377,Kunde 377,Automotive,8,1653
100378,Kunde 378,IT,8,115
100379,Kunde 379,IT,9,1745
100380,Kunde 380,Maschinenbau,5,1919
100381,Kunde 381,Chemie,9,1458
100382,Kunde 382,Automotive,8,627
100383,Kunde 383,Bauwesen,3,942
100384,Kunde 384,Energie,9,1345
100385,Kunde 385,Chemie,3,340
100386,Kunde 386,Maschinenbau,10,1187
100387,Kunde 387,Dienstleistung,10,286
100388,Kunde 388,Maschinenbau,8,909
100389,Kunde 389,Automotive,10,1430
100390,Kunde 390,Medizintechnik,7,993
100391,Kunde 391,Bauwesen,9,601
100392,Kunde 392,Automotive,9,1842
100393,Kunde 393,Bauwesen,5,301
100394,Kunde 394,Logistik,6,434
100395,Kunde 395,Logistik,8,451
100396,Kunde 396,IT,9,1652
100397,Kunde 397,Bauwesen,4,1537
100398,Kunde 398,Chemie,2,405
100399,Kunde 399,Dienstleistung,8,1510
100400,Kunde 400,Energie,5,1338
100401,Kunde 401,Maschinenbau,6,23
100402,Kunde 402,Logistik,7,746
100403,Kunde 403,Maschinenbau,5,1491
100404,Kunde 404,Maschinenbau,3,1758
100405,Kunde 405,Dienstleistung,5,1183
100406,Kunde 406,Automotive,1,213
100407,Kunde 407,Maschinenbau,1,1394
100408,Kunde 408,Bauwesen,9,1613
100409,Kunde 409,Dienstleistung,3,1763
100410,Kunde 410,Logistik,6,307
100411,Kunde 411,Medizintechnik,5,776
100412,Kunde 412,Maschinenbau,8,1951
100413,Kunde 413,IT,9,879
100414,Kunde 414,Dienstleistung,1,1396
100415,Kunde 415,Automotive,8,1728
100416,Kunde 416,Handel,8,349
100417,Kunde 417,Logistik,5,1901
100418,Kunde 418,Logistik,1,120
100419,Kunde 419,Handel,7,201
100420,Kunde 420,Bauwesen,5,733
100421,Kunde 421,Medizintechnik,10,2000
100422,Kunde 422,Logistik,4,975
100423,Kunde 423,Logistik,1,372
100424,Kunde 424,Automotive,9,1940
100425,Kunde 425,Logistik,6,112
100426,Kunde 426,Dienstleistung,4,245
100427,Kunde 427,Bauwesen,7,1060
100428,Kunde 428,Medizintechnik,9,1336
100429,Kunde 429,IT,7,698
100430,Kunde 430,Medizintechnik,7,1220
100431,Kunde 431,Bauwesen,4,893
100432,Kunde 432,Chemie,3,1991
100433,Kunde 433,Dienstleistung,7,309
100434,Kunde 434,Chemie,7,1289
100435,Kunde 435,Bauwesen,4,1484
100436,Kunde 436,Automotive,5,832
100437,Kunde 437,IT,2,506
100438,Kunde 438,Medizintechnik,7,74
100439,Kunde 439,Maschinenbau,4,248
100440,Kunde 440,Energie,9,498
100441,Kunde 441,Medizintechnik,10,817
100442,Kunde 442,Automotive,5,1005
100443,Kunde 443,IT,5,624
100444,Kunde 444,Energie,9,1413
100445,Kunde 445,Dienstleistung,5,1225
100446,Kunde 446,Bauwesen,7,1959
100447,Kunde 447,Bauwesen,4,358
100448,Kunde 448,Dienstleistung,2,1341
100449,Kunde 449,Energie,3,1531
100450,Kunde 450,Chemie,3,773
100451,Kunde 451,IT,5,1593
100452,Kunde 452,Dienstleistung,2,1421
100453,Kunde 453,Energie,8,1633
100454,Kunde 454,Logistik,10,1378
100455,Kunde 455,Medizintechnik,8,1353
100456,Kunde 456,Automotive,5,188
100457,Kunde 457,Dienstleistung,10,1597
100458,Kunde 458,Automotive,8,954
100459,Kunde 459,Chemie,4,1776
100460,Kunde 460,Chemie,6,1680
100461,Kunde 461,Logistik,1,1336
100462,Kunde 462,Bauwesen,3,787
100463,Kunde 463,Dienstleistung,1,568
100464,Kunde 464,IT,9,1300
100465,Kunde 465,Bauwesen,1,1342
100466,Kunde 466,Energie,3,916
100467,Kunde 467,Bauwesen,2,757
100468,Kunde 468,IT,5,28
100469,Kunde 469,Medizintechnik,5,250
100470,Kunde 470,Chemie,3,243
100471,Kunde 471,Medizintechnik,8,174
100472,Kunde 472,Dienstleistung,1,254
100473,Kunde 473,Bauwesen,4,1006
100474,Kunde 474,Dienstleistung,2,1318
100475,Kunde 475,Medizintechnik,3,1374
100476,Kunde 476,Chemie,1,1865
100477,Kunde 477,Maschinenbau,8,1048
100478,Kunde 478,Logistik,4,465
100479,Kunde 479,Dienstleistung,6,52
100480,Kunde 480,Dienstleistung,7,1206
100481,Kunde 481,Maschinenbau,5,1178
100482,Kunde 482,Energie,8,1177
100483,Kunde 483,Energie,6,987
100484,Kunde 484,Medizintechnik,8,565
100485,Kunde 485,Dienstleistung,1,1425
100486,Kunde 486,Chemie,6,1531
100487,Kunde 487,Automotive,2,198
100488,Kunde 488,Medizintechnik,3,1631
100489,Kunde 489,Medizintechnik,1,1219
100490,Kunde 490,Logistik,5,375
100491,Kunde 491,Dienstleistung,7,791
100492,Kunde 492,Energie,2,996
100493,Kunde 493,Energie,9,1325
100494,Kunde 494,Bauwesen,8,1444
100495,Kunde 495,Handel,3,893
100496,Kunde 496,Handel,4,616
100497,Kunde 497,Handel,5,1175
100498,Kunde 498,Logistik,7,261
100499,Kunde 499,Chemie,1,208
100500,Kunde 500,Handel,2,671
100501,Kunde 501,Maschinenbau,4,135
100502,Kunde 502,IT,7,1466
100503,Kunde 503,Medizintechnik,8,1866
100504,Kunde 504,Chemie,4,1770
100505,Kunde 505,Energie,1,1633
100506,Kunde 506,Bauwesen,4,1105
100507,Kunde 507,IT,8,383
100508,Kunde 508,Logistik,2,835
100509,Kunde 509,Medizintechnik,9,1669
100510,Kunde 510,Logistik,4,1440
100511,Kunde 511,Logistik,8,45
100512,Kunde 512,Maschinenbau,7,811
100513,Kunde 513,Automotive,5,1143
100514,Kunde 514,Automotive,6,1679
100515,Kunde 515,Logistik,3,1103
100516,Kunde 516,Handel,1,1609
100517,Kunde 517,Energie,9,1668
100518,Kunde 518,IT,9,1090
100519,Kunde 519,Handel,2,1005
100520,Kunde 520,Dienstleistung,5,135
100521,Kunde 521,Energie,8,1067
100522,Kunde 522,Logistik,5,1719
100523,Kunde 523,Dienstleistung,4,1202
100524,Kunde 524,Handel,6,1108
100525,Kunde 525,Dienstleistung,1,1466
100526,Kunde 526,Logistik,4,1681
100527,Kunde 527,Maschinenbau,2,1623
100528,Kunde 528,Automotive,4,1339
100529,Kunde 529,IT,7,259
100530,Kunde 530,Dienstleistung,6,1548
100531,Kunde 531,Logistik,1,1547
100532,Kunde 532,Maschinenbau,3,429
100533,Kunde 533,Chemie,5,1982
100534,Kunde 534,Handel,10,1353
100535,Kunde 535,Automotive,2,1843
100536,Kunde 536,Chemie,7,245
100537,Kunde 537,Logistik,4,375
100538,Kunde 538,IT,1,1770
100539,Kunde 539,Handel,1,1231
100540,Kunde 540,Maschinenbau,10,1428
100541,Kunde 541,Handel,8,373
100542,Kunde 542,Chemie,10,15
100543,Kunde 543,Chemie,3,1141
100544,Kunde 544,Energie,6,920
100545,Kunde 545,Bauwesen,2,1644
100546,Kunde 546,Handel,4,648
100547,Kunde 547,Energie,3,256
100548,Kunde 548,Chemie,8,85
100549,Kunde 549,Dienstleistung,2,268
100550,Kunde 550,Chemie,10,1182
100551,Kunde 551,Handel,6,427
100552,Kunde 552,Maschinenbau,1,1341
100553,Kunde 553,Handel,1,335
100554,Kunde 554,Handel,6,184
100555,Kunde 555,Medizintechnik,3,1156
100556,Kunde 556,Logistik,9,530
100557,Kunde 557,Medizintechnik,2,1748
100558,Kunde 558,Chemie,3,1547
100559,Kunde 559,Handel,8,76
100560,Kunde 560,Logistik,4,178
100561,Kunde 561,Medizintechnik,6,260
100562,Kunde 562,Handel,9,1041
100563,Kunde 563,IT,6,616
100564,Kunde 564,Medizintechnik,8,749
100565,Kunde 565,Logistik,4,1983
100566,Kunde 566,Medizintechnik,1,1119
100567,Kunde 567,Bauwesen,7,356
100568,Kunde 568,Bauwesen,6,871
100569,Kunde 569,Chemie,3,1940
100570,Kunde 570,IT,5,1352
100571,Kunde 571,Maschinenbau,1,5
100572,Kunde 572,Maschinenbau,8,513
100573,Kunde 573,Logistik,8,620
100574,Kunde 574,Dienstleistung,9,99
100575,Kunde 575,Maschinenbau,5,1942
100576,Kunde 576,Logistik,9,1941
100577,Kunde 577,IT,8,1068
100578,Kunde 578,Dienstleistung,4,1857
100579,Kunde 579,Dienstleistung,10,1608
100580,Kunde 580,Bauwesen,3,605
100581,Kunde 581,Chemie,9,1354
100582,Kunde 582,Handel,6,1098
100583,Kunde 583,Dienstleistung,6,916
100584,Kunde 584,Automotive,8,291
100585,Kunde 585,Logistik,5,1186
100586,Kunde 586,Dienstleistung,10,1009
100587,Kunde 587,Dienstleistung,9,1428
100588,Kunde 588,Energie,3,645
100589,Kunde 589,Automotive,2,1075
100590,Kunde 590,Energie,9,1870
100591,Kunde 591,Dienstleistung,3,726
100592,Kunde 592,Handel,8,1246
100593,Kunde 593,Automotive,5,1107
100594,Kunde 594,Bauwesen,5,1050
100595,Kunde 595,Medizintechnik,9,434
100596,Kunde 596,Dienstleistung,6,1413
100597,Kunde 597,Dienstleistung,8,207
100598,Kunde 598,Chemie,1,1362
100599,Kunde 599,Chemie,9,1683
100600,Kunde 600,Energie,7,96
100601,Kunde 601,Logistik,3,490
100602,Kunde 602,Handel,1,80
100603,Kunde 603,Logistik,10,390
100604,Kunde 604,Medizintechnik,6,295
100605,Kunde 605,Dienstleistung,10,618
100606,Kunde 606,Handel,4,1758
100607,Kunde 607,Automotive,6,1710
100608,Kunde 608,Dienstleistung,2,445
100609,Kunde 609,Bauwesen,9,1965
100610,Kunde 610,Dienstleistung,7,279
100611,Kunde 611,Maschinenbau,4,1238
100612,Kunde 612,Handel,9,1135
100613,Kunde 613,Maschinenbau,8,447
100614,Kunde 614,Energie,9,1216
100615,Kunde 615,Chemie,3,740
100616,Kunde 616,Automotive,10,573
100617,Kunde 617,Dienstleistung,5,268
100618,Kunde 618,Energie,6,1498
100619,Kunde 619,Energie,7,1279
100620,Kunde 620,Automotive,6,869
100621,Kunde 621,IT,2,157
100622,Kunde 622,Dienstleistung,2,1131
100623,Kunde 623,Maschinenbau,9,527
100624,Kunde 624,Handel,2,538
100625,Kunde 625,Maschinenbau,1,786
100626,Kunde 626,Automotive,3,1335
100627,Kunde 627,Medizintechnik,3,1855
100628,Kunde 628,Dienstleistung,1,339
100629,Kunde 629,Bauwesen,4,824
100630,Kunde 630,Logistik,2,939
100631,Kunde 631,Handel,8,175
100632,Kunde 632,Bauwesen,4,1939
100633,Kunde 633,Bauwesen,2,525
100634,Kunde 634,Dienstleistung,1,1390
100635,Kunde 635,Medizintechnik,10,876
100636,Kunde 636,Dienstleistung,7,1930
100637,Kunde 637,Medizintechnik,8,1427
100638,Kunde 638,IT,9,298
100639,Kunde 639,Handel,10,1102
100640,Kunde 640,Automotive,10,422
100641,Kunde 641,Chemie,5,149
100642,Kunde 642,Automotive,1,1294
100643,Kunde 643,Bauwesen,6,1505
100644,Kunde 644,Logistik,4,556
100645,Kunde 645,IT,10,1301
100646,Kunde 646,Automotive,2,1432
100647,Kunde 647,Automotive,1,1327
100648,Kunde 648,Logistik,4,399
100649,Kunde 649,Logistik,8,1468
100650,Kunde 650,Automotive,2,767
100651,Kunde 651,Energie,8,1159
100652,Kunde 652,Maschinenbau,1,1351
100653,Kunde 653,Logistik,6,1331
100654,Kunde 654,Maschinenbau,9,1685
100655,Kunde 655,Handel,7,1052
100656,Kunde 656,IT,6,1243
100657,Kunde 657,Energie,1,340
100658,Kunde 658,Logistik,10,864
100659,Kunde 659,Handel,5,1687
100660,Kunde 660,Medizintechnik,9,319
100661,Kunde 661,Bauwesen,1,652
100662,Kunde 662,Maschinenbau,2,1618
100663,Kunde 663,Energie,5,893
100664,Kunde 664,Energie,2,781
100665,Kunde 665,IT,4,58
100666,Kunde 666,Maschinenbau,9,1979
100667,Kunde 667,Medizintechnik,2,1241
100668,Kunde 668,IT,2,511
100669,Kunde 669,Energie,4,163
100670,Kunde 670,Automotive,9,558
100671,Kunde 671,Medizintechnik,7,260
100672,Kunde 672,Energie,4,1093
100673,Kunde 673,Dienstleistung,4,230
100674,Kunde 674,Dienstleistung,9,1405
100675,Kunde 675,Logistik,4,1128
100676,Kunde 676,IT,10,838
100677,Kunde 677,Energie,3,140
100678,Kunde 678,Logistik,9,679
100679,Kunde 679,IT,9,1316
100680,Kunde 680,Medizintechnik,7,187
100681,Kunde 681,Energie,2,748
100682,Kunde 682,IT,10,1867
100683,Kunde 683,Energie,6,688
100684,Kunde 684,Automotive,8,1598
100685,Kunde 685,Bauwesen,7,564
100686,Kunde 686,Chemie,2,304
100687,Kunde 687,Dienstleistung,3,1784
100688,Kunde 688,Bauwesen,3,1639
100689,Kunde 689,IT,9,467
100690,Kunde 690,Chemie,7,565
